preference_id,user_id,preferred_languages,guide_language,interests,dietary_flags,accessibility_needs,preferred_currency,max_daily_budget,max_daily_budget_currency,pace,updated_at
prf_812f0454,usr_7b329574,gu,gu,"nature_garden,nature_desert,adventure_cycle,religious_pilgrim",,vision,INR,10001.70,INR,balanced,2026-08-18T10:00:00+05:30
prf_5f16aab0,usr_20594684,"en-IN,gu",en-IN,"heritage_stepwell,nature_hill,religious_ghats,heritage_ruins,shopping_bazaar",,step_free,INR,23319.87,INR,packed,2026-08-18T10:00:00+05:30
prf_953d15fd,usr_e0a2b51a,en-IN,en-IN,"wellness_yoga,food_fine,nightlife_bar",none,vision,LKR,5656.69,LKR,relaxed,2026-08-18T10:00:00+05:30
prf_960fe486,usr_45ec7f60,"ta,ml",ta,"wellness_yoga,wildlife_birding,food_cooking,food_street",vegan,,INR,41787.25,INR,relaxed,2026-08-18T10:00:00+05:30
prf_c3d47063,usr_b83115d3,gu,,"shopping_bazaar,heritage_ruins,heritage_temple",,,INR,2633.39,INR,relaxed,2026-08-18T10:00:00+05:30
prf_c3390cc6,usr_488b3ced,en-IN,,"nature_waterfall,nature_desert",vegetarian,,INR,36958.97,INR,balanced,2026-08-18T10:00:00+05:30
prf_3b5a557d,usr_e5fed81d,te,te,"nightlife_bar,heritage_fort,food_street",halal,none,INR,2379.63,INR,packed,2026-08-18T10:00:00+05:30
prf_2f7adb9e,usr_6451b2ed,en-IN,en-IN,"food_market,museum_history,shopping_mall,beach_quiet",none,vision,INR,41253.29,INR,relaxed,2026-08-18T10:00:00+05:30
prf_61ccf66e,usr_aa495d1d,"en-IN,gu",en-IN,"shopping_craft,adventure_cycle,museum_history,heritage_ruins,wellness_ayur",jain,step_free,BTN,,,packed,2026-08-18T10:00:00+05:30
prf_afb4f418,usr_c8025f92,"ne,bn",ne,"wellness_yoga,nature_garden,food_street",vegetarian,,NPR,5874.95,NPR,relaxed,2026-08-18T10:00:00+05:30
prf_8a81ad1d,usr_a284e305,en-IN,en-IN,"heritage_ruins,shopping_mall,museum_history,food_cooking,museum_art",jain,hearing,INR,8646.69,INR,relaxed,2026-08-18T10:00:00+05:30
prf_56ffcd9d,usr_6e14ff06,hi,,"shopping_bazaar,adventure_trek",vegetarian,,INR,,,relaxed,2026-08-18T10:00:00+05:30
prf_19a8e56b,usr_c24f45f3,en-IN,,"wellness_ayur,shopping_mall",none,,INR,4744.92,INR,relaxed,2026-08-18T10:00:00+05:30
prf_c2051a0a,usr_42202df5,"te,ta",te,"religious_ghats,shopping_craft,food_cooking,shopping_mall",none,hearing,INR,3108.11,INR,balanced,2026-08-18T10:00:00+05:30
prf_78c36ed2,usr_af8b77c2,"en-IN,kn",en-IN,"nature_garden,wildlife_safari,food_fine",,hearing,INR,10049.75,INR,balanced,2026-08-18T10:00:00+05:30
prf_5ca46fb3,usr_06f6c954,bn,bn,"shopping_mall,heritage_fort,food_street,nature_garden",none,,INR,11513.69,INR,balanced,2026-08-18T10:00:00+05:30
prf_01f28f2f,usr_62216ab5,en-IN,en-IN,"heritage_temple,wildlife_safari,museum_history,heritage_ruins,nightlife_live",jain,,INR,44528.82,INR,balanced,2026-08-18T10:00:00+05:30
prf_aace0d18,usr_749f5098,en-IN,en-IN,"nature_hill,nightlife_live,shopping_mall,nature_desert",jain,,INR,,,balanced,2026-08-18T10:00:00+05:30
prf_4fe0a22f,usr_e7080930,"en-IN,ml",en-IN,"food_street,beach_active,adventure_air",,,INR,2599.29,INR,balanced,2026-08-18T10:00:00+05:30
prf_bbaee979,usr_3952555a,"mr,en-IN",en-IN,"nightlife_bar,beach_quiet,wellness_yoga,religious_pilgrim,food_fine",none,,INR,14910.55,INR,relaxed,2026-08-18T10:00:00+05:30
prf_105fb01b,usr_86b7d9ab,"en-IN,te",te,"food_street,religious_pilgrim",vegetarian,step_free,INR,5991.43,INR,packed,2026-08-18T10:00:00+05:30
prf_6f3162ef,usr_8e272905,"en-IN,ml",en-IN,"museum_history,beach_quiet,nature_waterfall,adventure_water,beach_active",halal,,INR,8300.22,INR,balanced,2026-08-18T10:00:00+05:30
prf_accb63df,usr_bc67142c,en-IN,en-IN,"adventure_water,wildlife_sanctuary,food_street,heritage_fort",vegan,,INR,22491.98,INR,relaxed,2026-08-18T10:00:00+05:30
prf_1161e98f,usr_4f3c7fb0,en-IN,en-IN,"heritage_ruins,museum_history,food_fine,nature_desert",vegetarian,vision,INR,,,relaxed,2026-08-18T10:00:00+05:30
prf_e0561aeb,usr_c8ada8bd,en-IN,en-IN,"wellness_yoga,adventure_cycle,nature_desert,museum_science",jain,step_free,INR,5064.58,INR,packed,2026-08-18T10:00:00+05:30
prf_1a6941ea,usr_01d12bc2,"kn,ml",ml,"heritage_fort,nature_desert,wellness_yoga,heritage_stepwell,food_fine",halal,,INR,40736.87,INR,balanced,2026-08-18T10:00:00+05:30
prf_7d8da3f1,usr_7fc93a76,"en-IN,kn",kn,"nature_garden,nightlife_live",none,step_free,INR,8858.84,INR,balanced,2026-08-18T10:00:00+05:30
prf_4a683a95,usr_78a5fbfe,en-IN,,"wellness_ayur,heritage_ruins",vegetarian,step_free,INR,5241.55,INR,balanced,2026-08-18T10:00:00+05:30
prf_47713c7e,usr_ce38459a,"en-IN,te",,"nature_lake,nightlife_live,shopping_craft,wildlife_birding,adventure_water",,,QAR,10697.27,QAR,balanced,2026-08-18T10:00:00+05:30
prf_2454a650,usr_580034a3,en-IN,en-IN,"wellness_yoga,nature_hill,nightlife_bar,nature_lake",none,hearing,INR,2554.71,INR,packed,2026-08-18T10:00:00+05:30
prf_9e4ff4b6,usr_51294c66,ne,ne,"beach_active,adventure_air",,,NPR,,,relaxed,2026-08-18T10:00:00+05:30
prf_2dcae1da,usr_4cb26745,ne,ne,"adventure_trek,wildlife_birding,museum_history",halal,,INR,2294.26,INR,relaxed,2026-08-18T10:00:00+05:30
prf_86ecd46b,usr_6bf6f0c2,"en-IN,ml",ml,"religious_pilgrim,wildlife_sanctuary,wildlife_birding,beach_quiet",none,,INR,4670.20,INR,packed,2026-08-18T10:00:00+05:30
prf_fedbe709,usr_32f091df,"ta,gu",ta,"shopping_bazaar,museum_art,religious_pilgrim",,,INR,22274.90,INR,relaxed,2026-08-18T10:00:00+05:30
prf_9791eea9,usr_eb6b7ee0,"en-IN,gu",,"nature_lake,wellness_yoga",,,INR,5510.89,INR,balanced,2026-08-18T10:00:00+05:30
prf_8cad1d16,usr_5dec704e,"en-IN,gu",en-IN,"nature_lake,wildlife_birding,food_street",vegan,none,INR,2104.19,INR,balanced,2026-08-18T10:00:00+05:30
prf_1389a9b2,usr_3e25dcc6,ur,ur,"museum_art,adventure_water",halal,step_free,INR,7916.28,INR,balanced,2026-08-18T10:00:00+05:30
prf_d866c023,usr_2353848b,"zh,pa",pa,"heritage_temple,food_cooking",,hearing,SGD,2947.39,SGD,balanced,2026-08-18T10:00:00+05:30
prf_e480e0ae,usr_d3acd59c,en-IN,en-IN,"museum_art,wellness_ayur,nature_waterfall,nature_hill,adventure_air",halal,,INR,8332.76,INR,balanced,2026-08-18T10:00:00+05:30
prf_54911f77,usr_bf1a0bc8,en-IN,en-IN,"heritage_fort,wellness_yoga",vegan,,INR,4230.03,INR,packed,2026-08-18T10:00:00+05:30
prf_b81bf325,usr_a685483e,"en-IN,ta",en-IN,"nature_hill,nature_lake,heritage_temple",,,QAR,8151.06,QAR,balanced,2026-08-18T10:00:00+05:30
prf_a9454fd0,usr_fae4d064,en-IN,,"museum_art,nightlife_live,wildlife_sanctuary,nightlife_bar,adventure_cycle",none,,INR,4564.93,INR,balanced,2026-08-18T10:00:00+05:30
prf_fbfbe0b3,usr_5c4f42ed,en-IN,en-IN,"shopping_mall,adventure_trek,beach_quiet,museum_science",none,,NPR,6386.48,NPR,relaxed,2026-08-18T10:00:00+05:30
prf_909b8dae,usr_61710d50,"en-IN,te",en-IN,"beach_quiet,food_market,shopping_bazaar,wildlife_safari",jain,,SGD,,,balanced,2026-08-18T10:00:00+05:30
prf_61de511b,usr_495905e0,"en-IN,mr",mr,"nature_waterfall,wellness_yoga",,,INR,22731.98,INR,balanced,2026-08-18T10:00:00+05:30
prf_f73deabb,usr_6feac3d4,en-IN,en-IN,"beach_active,nature_hill,wellness_yoga",,,INR,18874.60,INR,relaxed,2026-08-18T10:00:00+05:30
prf_64b5f88b,usr_f50e2299,en-IN,en-IN,"food_cooking,food_street",jain,,INR,18478.38,INR,packed,2026-08-18T10:00:00+05:30
prf_1aaae744,usr_6303c026,"en-IN,hi",,"nightlife_live,museum_history",halal,,QAR,2303.94,QAR,balanced,2026-08-18T10:00:00+05:30
prf_628712f9,usr_8ed02105,en-IN,,"shopping_bazaar,nightlife_bar,museum_science,food_fine",,,INR,,,relaxed,2026-08-18T10:00:00+05:30
prf_b6cbf452,usr_ca6dc019,"hi,te",te,"adventure_water,museum_history,museum_science,beach_quiet",,,INR,5926.78,INR,packed,2026-08-18T10:00:00+05:30
prf_4bb22846,usr_60c3a39a,"en-IN,gu",en-IN,"food_fine,nightlife_live",vegan,,INR,38848.31,INR,packed,2026-08-18T10:00:00+05:30
prf_2dd0612b,usr_db304908,"en-IN,hi",en-IN,"shopping_craft,food_cooking",vegan,,AED,5575.42,AED,packed,2026-08-18T10:00:00+05:30
prf_da19683e,usr_4022bd9b,"en-IN,mr",en-IN,"adventure_air,beach_active,nightlife_bar,museum_art",vegetarian,none,NPR,3231.30,NPR,balanced,2026-08-18T10:00:00+05:30
prf_cae65a5d,usr_ca24d130,en-IN,en-IN,"nightlife_live,nature_garden,heritage_ruins",vegetarian,,INR,6382.01,INR,packed,2026-08-18T10:00:00+05:30
prf_f93a3021,usr_2c8b7af8,ne,,"food_market,heritage_temple,beach_active,religious_ghats",vegan,none,BTN,21856.32,BTN,packed,2026-08-18T10:00:00+05:30
prf_672dc84e,usr_225fd2f9,hi,hi,"adventure_trek,food_market,museum_science,wildlife_safari",vegetarian,vision,INR,33323.25,INR,balanced,2026-08-18T10:00:00+05:30
prf_1be00785,usr_544eff67,"en-IN,bn",en-IN,"nightlife_live,nightlife_bar,nature_garden",,,INR,16766.60,INR,packed,2026-08-18T10:00:00+05:30
prf_cceb88b2,usr_50d203b2,"en-IN,mr",,"nightlife_live,nature_desert",jain,,AED,9575.32,AED,relaxed,2026-08-18T10:00:00+05:30
prf_91e1c665,usr_1436bbd8,en-IN,,"food_street,adventure_air,adventure_cycle",vegetarian,,INR,28233.88,INR,balanced,2026-08-18T10:00:00+05:30
prf_7cdfbd28,usr_58cbe8f3,en-IN,en-IN,"food_market,heritage_stepwell,heritage_temple,heritage_fort,shopping_craft",,,INR,5884.69,INR,packed,2026-08-18T10:00:00+05:30
prf_1acac831,usr_f43be858,"en-IN,gu",en-IN,"adventure_trek,shopping_bazaar,adventure_water,food_fine",jain,,INR,4625.73,INR,relaxed,2026-08-18T10:00:00+05:30
prf_7da62e8e,usr_5c4421b6,en-IN,en-IN,"heritage_stepwell,adventure_trek,shopping_mall,nature_waterfall,wildlife_birding",,,LKR,7977.63,LKR,balanced,2026-08-18T10:00:00+05:30
prf_cff8fe70,usr_c235639f,en-IN,,"wildlife_birding,nature_garden,heritage_temple,beach_active,food_market",none,,INR,10274.54,INR,balanced,2026-08-18T10:00:00+05:30
prf_f018c48d,usr_bcea2153,"hi,gu",hi,"adventure_water,adventure_trek,museum_history,shopping_mall,adventure_cycle",vegetarian,,INR,,,relaxed,2026-08-18T10:00:00+05:30
prf_ac7ff97b,usr_df582802,hi,hi,"food_market,food_fine,wildlife_birding",vegan,,INR,4658.60,INR,relaxed,2026-08-18T10:00:00+05:30
prf_a3c68e87,usr_e5415ac7,en-IN,en-IN,"food_market,nature_hill,religious_pilgrim",,none,INR,2774.37,INR,balanced,2026-08-18T10:00:00+05:30
prf_fa549a8a,usr_0deee6d9,ne,,"heritage_fort,nightlife_bar",,,INR,2793.76,INR,balanced,2026-08-18T10:00:00+05:30
prf_f06f28e2,usr_78b510fb,"en-IN,ml",,"food_fine,museum_science",halal,vision,INR,2072.62,INR,balanced,2026-08-18T10:00:00+05:30
prf_65814c30,usr_7d0ce609,ms,ms,"heritage_stepwell,shopping_mall,nature_hill,wildlife_safari",jain,,MYR,,,balanced,2026-08-18T10:00:00+05:30
prf_f274ad9b,usr_6dabe38f,"en-IN,bn",en-IN,"nature_hill,food_fine,museum_history,heritage_ruins,shopping_mall",none,vision,INR,10303.05,INR,balanced,2026-08-18T10:00:00+05:30
prf_ad646405,usr_c46032f3,or,,"adventure_cycle,food_market,wildlife_safari,nature_lake,heritage_ruins",,,INR,,,balanced,2026-08-18T10:00:00+05:30
prf_5803fde7,usr_464e9998,en-IN,en-IN,"heritage_temple,wildlife_safari,wellness_yoga,nature_waterfall",halal,,INR,,,packed,2026-08-18T10:00:00+05:30
prf_c2306b9c,usr_fd197725,"en-IN,ta",ta,"religious_ghats,wellness_yoga,museum_history,heritage_fort",jain,,INR,5923.12,INR,relaxed,2026-08-18T10:00:00+05:30
prf_2f9d03b7,usr_96b84c82,te,te,"heritage_temple,food_cooking,adventure_water,heritage_ruins",none,,INR,37306.94,INR,relaxed,2026-08-18T10:00:00+05:30
prf_1f24bfb5,usr_a0588479,en-IN,,"museum_science,heritage_temple",,vision,INR,34355.45,INR,relaxed,2026-08-18T10:00:00+05:30
prf_bcb95db8,usr_40a598d3,te,te,"beach_quiet,adventure_cycle",vegetarian,,INR,6169.80,INR,relaxed,2026-08-18T10:00:00+05:30
prf_5c09bd38,usr_216d365e,hi,,"food_cooking,museum_history,adventure_cycle",vegan,,INR,33757.07,INR,relaxed,2026-08-18T10:00:00+05:30
prf_c2453ca8,usr_e133ef76,"en-IN,ta",en-IN,"religious_pilgrim,adventure_cycle,shopping_bazaar,nature_desert,heritage_fort",,,INR,22370.80,INR,packed,2026-08-18T10:00:00+05:30
prf_283b83e1,usr_dc888b66,"as,mr",,"shopping_mall,museum_science,beach_active,nature_lake",jain,step_free,INR,2309.35,INR,balanced,2026-08-18T10:00:00+05:30
prf_98e99b99,usr_1f0f9af9,"as,hi",hi,"adventure_water,wildlife_birding,museum_art,food_street,wellness_yoga",,,INR,5175.00,INR,relaxed,2026-08-18T10:00:00+05:30
prf_b5a055fa,usr_03840a57,"en-IN,mr",mr,"food_cooking,wellness_ayur,heritage_fort",none,,THB,4664.17,THB,balanced,2026-08-18T10:00:00+05:30
prf_009fc1a1,usr_ee605ce4,mr,mr,"nature_garden,food_fine,wildlife_safari,nightlife_live",jain,,INR,41051.49,INR,relaxed,2026-08-18T10:00:00+05:30
prf_1ed6b4a0,usr_6b39cd15,"ne,mr",ne,"wildlife_sanctuary,nature_waterfall,adventure_cycle,wildlife_birding",jain,,NPR,19566.01,NPR,relaxed,2026-08-18T10:00:00+05:30
prf_eacab9d4,usr_9c3deed5,en-IN,en-IN,"nightlife_live,nature_waterfall,adventure_cycle,food_market",,,INR,4357.36,INR,balanced,2026-08-18T10:00:00+05:30
prf_d5bcf655,usr_1df4c157,hi,hi,"museum_history,nightlife_bar",,,INR,2276.19,INR,packed,2026-08-18T10:00:00+05:30
prf_3d32ea7c,usr_7da99ef5,ta,,"wellness_ayur,nature_waterfall,wildlife_sanctuary",jain,none,INR,4900.54,INR,relaxed,2026-08-18T10:00:00+05:30
prf_516834aa,usr_329d228c,ta,,"shopping_mall,wellness_yoga,food_street,heritage_ruins,heritage_fort",vegetarian,,INR,17471.28,INR,packed,2026-08-18T10:00:00+05:30
prf_abd8b34f,usr_fdb9ac21,"en-IN,te",en-IN,"food_cooking,museum_science,adventure_trek,nightlife_bar",halal,,INR,2535.74,INR,balanced,2026-08-18T10:00:00+05:30
prf_b4ff538b,usr_84b71ba7,"en-IN,ml",ml,"nightlife_bar,heritage_ruins",vegan,,INR,4775.69,INR,relaxed,2026-08-18T10:00:00+05:30
prf_1be57b7a,usr_e0853a17,"en-IN,bn",bn,"wildlife_birding,heritage_stepwell,religious_ghats,wellness_yoga,adventure_cycle",,hearing,INR,11409.42,INR,balanced,2026-08-18T10:00:00+05:30
prf_e72922ad,usr_8ddbc4ab,en-IN,en-IN,"shopping_craft,nature_waterfall,heritage_stepwell,food_market,wildlife_birding",vegetarian,vision,NPR,28170.16,NPR,relaxed,2026-08-18T10:00:00+05:30
prf_dca85ea3,usr_f94b1e02,en-IN,en-IN,"wildlife_sanctuary,food_market,nightlife_bar,nature_waterfall",vegetarian,vision,JPY,22388.34,JPY,packed,2026-08-18T10:00:00+05:30
prf_c4e778e2,usr_fcb4d1ef,en-IN,,"adventure_air,nature_garden,museum_art,beach_quiet",none,step_free,INR,40922.14,INR,relaxed,2026-08-18T10:00:00+05:30
prf_76912cd1,usr_e6dca418,"ar,te",,"heritage_stepwell,museum_science,adventure_water",,,MVR,41983.64,MVR,packed,2026-08-18T10:00:00+05:30
prf_dfd5544e,usr_67d03584,"kn,bn",kn,"heritage_ruins,shopping_bazaar,adventure_water",,,INR,23242.42,INR,packed,2026-08-18T10:00:00+05:30
prf_0ec88542,usr_4e8a6e40,si,,"religious_pilgrim,wildlife_safari,shopping_craft,religious_ghats",halal,,LKR,4568.74,LKR,balanced,2026-08-18T10:00:00+05:30
prf_4970b735,usr_00591571,"kn,gu",gu,"nightlife_live,food_market,shopping_craft,beach_active,heritage_ruins",vegan,,INR,21866.65,INR,packed,2026-08-18T10:00:00+05:30
prf_42b01c64,usr_2fc3b9a7,"en-IN,te",en-IN,"nature_hill,museum_science",jain,,INR,3046.66,INR,relaxed,2026-08-18T10:00:00+05:30
prf_8c7aca26,usr_8700ba48,"ne,mr",ne,"adventure_air,religious_pilgrim,nature_lake",vegan,,BTN,8523.40,BTN,balanced,2026-08-18T10:00:00+05:30
prf_1ad54425,usr_34808c87,en-IN,en-IN,"adventure_cycle,food_street,museum_science,nature_lake,wellness_ayur",,,INR,45313.37,INR,balanced,2026-08-18T10:00:00+05:30
prf_25b43167,usr_c0926c78,ml,ml,"food_street,food_cooking,wildlife_birding,museum_history",vegan,vision,INR,2277.43,INR,balanced,2026-08-18T10:00:00+05:30
prf_578291f6,usr_c426b4e1,ml,,"religious_ghats,food_cooking",none,,INR,19929.75,INR,relaxed,2026-08-18T10:00:00+05:30
prf_ce25daf5,usr_6edece59,"en-IN,gu",en-IN,"museum_history,museum_science,heritage_stepwell,adventure_air,heritage_ruins",jain,vision,INR,11095.70,INR,balanced,2026-08-18T10:00:00+05:30
prf_91eb35a1,usr_7796e5e8,en-IN,en-IN,"heritage_ruins,nightlife_bar,wildlife_birding,wildlife_sanctuary,wellness_yoga",vegan,vision,INR,34183.11,INR,balanced,2026-08-18T10:00:00+05:30
prf_242b0e4e,usr_88af6903,"ur,ml",ur,"heritage_stepwell,nature_lake",vegetarian,,INR,4516.38,INR,balanced,2026-08-18T10:00:00+05:30
prf_472d13fd,usr_209fdcf3,"en-IN,te",en-IN,"beach_quiet,wellness_yoga,wellness_ayur,wildlife_birding,wildlife_safari",none,,INR,17789.60,INR,relaxed,2026-08-18T10:00:00+05:30
prf_337d2490,usr_5b0e5805,en-IN,en-IN,"wildlife_sanctuary,shopping_bazaar,heritage_fort,beach_quiet,adventure_cycle",jain,,LKR,5026.58,LKR,packed,2026-08-18T10:00:00+05:30
prf_39f9a874,usr_f44e35a9,"en-IN,te",,"beach_active,adventure_cycle,heritage_fort,food_street,nature_desert",jain,,JPY,6156.52,JPY,balanced,2026-08-18T10:00:00+05:30
prf_10db805d,usr_2c93ab7f,ml,ml,"nature_hill,museum_art",halal,vision,INR,42795.18,INR,relaxed,2026-08-18T10:00:00+05:30
prf_ae9d6d31,usr_60e00854,"en-IN,pa",,"nature_hill,religious_pilgrim",vegetarian,,INR,8295.98,INR,balanced,2026-08-18T10:00:00+05:30
prf_2a12b7e4,usr_71b26f80,kn,kn,"food_street,food_cooking,food_market",none,,INR,5276.56,INR,balanced,2026-08-18T10:00:00+05:30
prf_f7deec12,usr_0b05ac58,"en-IN,ta",en-IN,"food_market,wildlife_birding,food_street,heritage_temple",none,vision,INR,11162.19,INR,balanced,2026-08-18T10:00:00+05:30
prf_879d13f8,usr_0b8f3bdc,en-IN,en-IN,"shopping_craft,heritage_temple",,,INR,32259.97,INR,packed,2026-08-18T10:00:00+05:30
prf_660a8d5f,usr_aefdae86,en-IN,,"nature_waterfall,religious_ghats,food_market,wellness_ayur",,,INR,4097.11,INR,packed,2026-08-18T10:00:00+05:30
prf_cd4fd1ce,usr_810e7b81,"en-IN,ta",ta,"shopping_craft,nightlife_live,food_fine,museum_science,food_cooking",,,INR,36277.06,INR,relaxed,2026-08-18T10:00:00+05:30
prf_38a27c48,usr_ddcb196c,"ta,te",,"museum_art,adventure_cycle,adventure_trek,wildlife_birding",vegetarian,,INR,9352.31,INR,balanced,2026-08-18T10:00:00+05:30
prf_5fc5f203,usr_78bee927,hi,hi,"shopping_craft,nature_desert",halal,,INR,2233.97,INR,packed,2026-08-18T10:00:00+05:30
prf_8a8761d4,usr_25e8a118,"de,pa",pa,"adventure_air,religious_ghats,nightlife_live",halal,,CHF,,,relaxed,2026-08-18T10:00:00+05:30
prf_d10cc3c7,usr_cdd4697e,en-IN,,"nightlife_bar,nature_lake,museum_history,nature_waterfall,museum_science",vegetarian,,BTN,41069.83,BTN,balanced,2026-08-18T10:00:00+05:30
prf_b510bafe,usr_dc032205,te,te,"nature_waterfall,nature_hill,wildlife_safari,nature_desert,shopping_bazaar",vegan,,INR,18640.36,INR,packed,2026-08-18T10:00:00+05:30
prf_67eaa878,usr_712600f0,en-IN,en-IN,"heritage_ruins,adventure_trek,food_fine,beach_active",halal,none,INR,2632.91,INR,relaxed,2026-08-18T10:00:00+05:30
prf_ca5760ec,usr_d8ec0000,"en-IN,gu",en-IN,"museum_art,museum_history,food_cooking",vegan,,INR,10805.00,INR,relaxed,2026-08-18T10:00:00+05:30
prf_7ec0cf1f,usr_05e40dfc,en-IN,en-IN,"wildlife_birding,shopping_bazaar",,,INR,,,packed,2026-08-18T10:00:00+05:30
prf_f3004ee1,usr_d8cab59f,"en-IN,gu",en-IN,"nature_waterfall,shopping_mall,food_market,wellness_yoga",none,step_free,IDR,17761.17,IDR,balanced,2026-08-18T10:00:00+05:30
prf_1a618cde,usr_3dbd078a,ne,ne,"religious_ghats,shopping_bazaar",vegan,vision,INR,23020.48,INR,packed,2026-08-18T10:00:00+05:30
prf_1c226890,usr_d9ad53d1,en-IN,,"shopping_craft,adventure_trek,wellness_yoga,beach_quiet",,,INR,4173.42,INR,balanced,2026-08-18T10:00:00+05:30
prf_a4924049,usr_ba1a6fde,en-IN,en-IN,"wellness_ayur,nature_desert,food_market,religious_pilgrim",jain,,INR,16105.62,INR,balanced,2026-08-18T10:00:00+05:30
prf_4d45912d,usr_e93a9eef,si,si,"beach_quiet,heritage_stepwell,wildlife_safari,nature_waterfall",none,,LKR,18232.27,LKR,balanced,2026-08-18T10:00:00+05:30
prf_b49861d5,usr_de5d9e34,"ar,pa",,"religious_ghats,heritage_fort",jain,,AED,22800.65,AED,balanced,2026-08-18T10:00:00+05:30
prf_1dc31fb2,usr_d4aeb337,ml,,"heritage_temple,food_fine",halal,,INR,41171.92,INR,packed,2026-08-18T10:00:00+05:30
prf_433e9924,usr_410809ba,"id,bn",id,"wildlife_birding,nature_desert,museum_science,nature_garden,heritage_stepwell",jain,,IDR,2305.41,IDR,relaxed,2026-08-18T10:00:00+05:30
prf_d139af81,usr_abb36fee,hi,hi,"shopping_mall,wellness_yoga,museum_history,shopping_bazaar,religious_ghats",none,,INR,5833.85,INR,packed,2026-08-18T10:00:00+05:30
prf_650086f9,usr_6be041f5,en-IN,en-IN,"beach_quiet,food_fine,shopping_mall,wildlife_birding",,,LKR,35954.05,LKR,packed,2026-08-18T10:00:00+05:30
prf_aedb8f8e,usr_2c24e6e3,en-IN,en-IN,"nightlife_bar,religious_ghats,religious_pilgrim,wildlife_safari,nature_waterfall",vegetarian,,INR,,,relaxed,2026-08-18T10:00:00+05:30
prf_7040e2cb,usr_61dab539,hi,hi,"heritage_temple,adventure_trek",,,INR,8586.60,INR,packed,2026-08-18T10:00:00+05:30
prf_f3633f72,usr_240785d4,"en-IN,ta",en-IN,"religious_pilgrim,nightlife_live,beach_active,nature_lake,shopping_mall",none,,INR,21386.13,INR,balanced,2026-08-18T10:00:00+05:30
prf_5a3a59cd,usr_2fcc58dc,"en-IN,hi",,"nature_hill,shopping_mall,nightlife_bar,museum_art",halal,step_free,INR,16952.64,INR,relaxed,2026-08-18T10:00:00+05:30
prf_fa62f482,usr_c7a5929f,hi,hi,"nature_hill,nature_garden,nature_waterfall,adventure_cycle",vegan,,INR,40742.86,INR,relaxed,2026-08-18T10:00:00+05:30
prf_d63d08cb,usr_fa3a9dd6,en-IN,en-IN,"beach_active,wellness_yoga,nature_waterfall,wildlife_sanctuary,nightlife_bar",halal,,INR,2962.07,INR,balanced,2026-08-18T10:00:00+05:30
prf_56336f86,usr_c00138d6,"en-IN,te",te,"nightlife_live,nature_desert",halal,,INR,21481.63,INR,relaxed,2026-08-18T10:00:00+05:30
prf_ce03283d,usr_2a05253b,en-IN,en-IN,"museum_art,wellness_ayur",halal,,QAR,8154.83,QAR,balanced,2026-08-18T10:00:00+05:30
prf_e2767812,usr_94e62241,en-IN,en-IN,"wildlife_birding,heritage_stepwell,religious_pilgrim,food_cooking,shopping_craft",jain,,INR,10782.33,INR,packed,2026-08-18T10:00:00+05:30
prf_e90e7b0e,usr_25146419,"en-IN,ml",en-IN,"shopping_mall,nature_garden",none,,INR,6430.72,INR,balanced,2026-08-18T10:00:00+05:30
prf_27bdbe88,usr_d9b13621,en-IN,en-IN,"nature_garden,food_fine,wellness_yoga,adventure_water,museum_history",halal,,IDR,23079.29,IDR,balanced,2026-08-18T10:00:00+05:30
prf_23d61d6e,usr_edf2bbfa,en-IN,en-IN,"nature_hill,beach_active",none,,INR,2704.55,INR,relaxed,2026-08-18T10:00:00+05:30
prf_da5ae53f,usr_4e65d08a,"gu,pa",,"food_street,heritage_fort,heritage_ruins",vegetarian,none,INR,3170.16,INR,packed,2026-08-18T10:00:00+05:30
prf_e9d5cfdd,usr_196ca537,"en-IN,ml",en-IN,"wildlife_birding,nightlife_bar,shopping_bazaar,wildlife_sanctuary",none,,INR,28751.26,INR,balanced,2026-08-18T10:00:00+05:30
prf_cc676dd1,usr_dce3bc90,"bn,gu",bn,"shopping_mall,beach_quiet,adventure_cycle,museum_art,nature_lake",,,INR,2421.62,INR,packed,2026-08-18T10:00:00+05:30
prf_299d0a2f,usr_08b8f8e9,id,id,"beach_active,museum_history,wellness_yoga,nature_hill,food_market",vegan,,IDR,35372.06,IDR,balanced,2026-08-18T10:00:00+05:30
prf_400103a5,usr_865b890c,"en-IN,ml",en-IN,"wildlife_birding,religious_pilgrim,heritage_temple,nature_desert,nightlife_live",vegetarian,,IDR,44417.01,IDR,packed,2026-08-18T10:00:00+05:30
prf_a32b291f,usr_b6d5d98c,"as,kn",kn,"nature_lake,nature_garden,nightlife_bar",vegetarian,,INR,5356.08,INR,packed,2026-08-18T10:00:00+05:30
prf_4748c018,usr_5385053d,"or,mr",mr,"shopping_mall,nature_waterfall",halal,hearing,INR,2163.78,INR,relaxed,2026-08-18T10:00:00+05:30
prf_5de320c5,usr_98212b28,en-IN,en-IN,"nightlife_live,wildlife_safari,heritage_temple",halal,,INR,,,packed,2026-08-18T10:00:00+05:30
prf_668052bc,usr_9115fc7c,"si,pa",si,"food_cooking,heritage_fort,wildlife_birding,museum_history",,vision,LKR,2699.18,LKR,packed,2026-08-18T10:00:00+05:30
prf_9e0e5acd,usr_51247360,"hi,gu",gu,"museum_art,food_fine",vegetarian,,INR,2474.53,INR,balanced,2026-08-18T10:00:00+05:30
