room_type_id,hotel_id,name,max_occupancy,max_adults,max_children,bed_config,size_sqm,base_rate,currency,total_units,smoking_allowed,status,updated_at
rmt_648449a2,htl_02220bb1,Twin Economy,2,2,0,single,53,6224.30,INR,13,0,active,2026-08-18T10:00:00+05:30
rmt_65903ede,htl_02220bb1,Heritage Room,2,2,0,bunk,32,7780.37,INR,13,0,active,2026-08-18T10:00:00+05:30
rmt_15cd7381,htl_02220bb1,Standard,2,2,0,king,21,9958.88,INR,13,0,active,2026-08-18T10:00:00+05:30
rmt_b56bcaf9,htl_02220bb1,Deluxe Garden View,3,3,1,bunk,16,13693.45,INR,4,0,active,2026-08-18T10:00:00+05:30
rmt_59d60883,htl_068a2e31,Standard,2,2,0,twin_double,33,3107.46,INR,11,0,active,2026-08-18T10:00:00+05:30
rmt_96469ce5,htl_068a2e31,Family Room,4,3,2,twin,49,3884.33,INR,22,0,active,2026-08-18T10:00:00+05:30
rmt_7d0cef5a,htl_068a2e31,Deluxe Garden View,3,3,1,single,28,4971.94,INR,11,0,active,2026-08-18T10:00:00+05:30
rmt_e50b47af,htl_068a2e31,Twin Economy,2,2,0,bunk,46,6836.41,INR,3,1,active,2026-08-18T10:00:00+05:30
rmt_8d89007b,htl_8dd76814,Standard,2,2,0,bunk,28,1456.54,INR,17,0,active,2026-08-18T10:00:00+05:30
rmt_a02efde1,htl_8dd76814,Deluxe Garden View,3,3,1,queen,37,1820.68,INR,23,0,active,2026-08-18T10:00:00+05:30
rmt_8b9d4102,htl_8dd76814,Premier Suite,4,3,2,bunk,42,2330.47,INR,11,0,active,2026-08-18T10:00:00+05:30
rmt_49b7d67a,htl_8dd76814,Twin Economy,2,2,0,twin,32,3204.39,INR,12,0,active,2026-08-18T10:00:00+05:30
rmt_fe825282,htl_ea1d6629,Twin Economy,2,2,0,queen,50,3822.56,INR,16,0,active,2026-08-18T10:00:00+05:30
rmt_5de8d57d,htl_ea1d6629,Premier Suite,4,3,2,single,53,4778.20,INR,6,0,active,2026-08-18T10:00:00+05:30
rmt_3d14ceda,htl_ea1d6629,Deluxe,2,2,0,bunk,50,6116.10,INR,16,0,active,2026-08-18T10:00:00+05:30
rmt_8e081aa6,htl_ea1d6629,Standard,2,2,0,single,43,8409.64,INR,12,0,active,2026-08-18T10:00:00+05:30
rmt_7f9540cd,htl_8f2c9fd3,Executive,2,2,0,twin,26,7403.91,INR,19,0,active,2026-08-18T10:00:00+05:30
rmt_0fb2e967,htl_8f2c9fd3,Deluxe Garden View,3,3,1,single,,9254.88,INR,15,1,active,2026-08-18T10:00:00+05:30
rmt_a133dc21,htl_8f2c9fd3,Heritage Room,2,2,0,queen,,11846.25,INR,25,0,active,2026-08-18T10:00:00+05:30
rmt_ff264dc6,htl_8f2c9fd3,Deluxe,2,2,0,twin,34,16288.60,INR,8,0,active,2026-08-18T10:00:00+05:30
rmt_1d79d927,htl_25648fce,Twin Economy,2,2,0,queen,20,2602.42,INR,3,0,active,2026-08-18T10:00:00+05:30
rmt_8b45755c,htl_25648fce,Executive,2,2,0,single,41,3253.02,INR,4,0,active,2026-08-18T10:00:00+05:30
rmt_a1b9987b,htl_25648fce,Premier Suite,4,3,2,single,,4163.87,INR,11,0,active,2026-08-18T10:00:00+05:30
rmt_d68490f5,htl_25648fce,Heritage Room,2,2,0,double,,5725.32,INR,3,0,active,2026-08-18T10:00:00+05:30
rmt_f5240945,htl_2755e47d,Premier Suite,4,3,2,twin_double,22,11579.95,INR,12,0,active,2026-08-18T10:00:00+05:30
rmt_fc34ce18,htl_2755e47d,Deluxe,2,2,0,double,29,14474.93,INR,7,0,active,2026-08-18T10:00:00+05:30
rmt_0346ba24,htl_2755e47d,Standard,2,2,0,king,60,18527.91,INR,6,0,active,2026-08-18T10:00:00+05:30
rmt_37f39d35,htl_2755e47d,Family Room,4,3,2,double,42,25475.88,INR,23,0,active,2026-08-18T10:00:00+05:30
rmt_ad4e3f27,htl_84019428,Deluxe,2,2,0,double,55,3085.14,INR,17,1,active,2026-08-18T10:00:00+05:30
rmt_a1864caa,htl_84019428,Twin Economy,2,2,0,twin,52,3856.42,INR,10,0,active,2026-08-18T10:00:00+05:30
rmt_5dfd49b7,htl_84019428,Executive,2,2,0,bunk,,4936.22,INR,10,0,active,2026-08-18T10:00:00+05:30
rmt_27f6649c,htl_84019428,Deluxe Garden View,3,3,1,double,46,6787.30,INR,3,1,active,2026-08-18T10:00:00+05:30
rmt_bd9ee392,htl_4e72ba4d,Heritage Room,2,2,0,double,36,1933.74,INR,10,0,active,2026-08-18T10:00:00+05:30
rmt_c0bde6cb,htl_4e72ba4d,Deluxe Garden View,3,3,1,single,40,2417.18,INR,9,0,active,2026-08-18T10:00:00+05:30
rmt_cde81eb8,htl_4e72ba4d,Deluxe,2,2,0,twin,22,3093.99,INR,12,0,active,2026-08-18T10:00:00+05:30
rmt_d6a2032a,htl_4e72ba4d,Executive,2,2,0,single,59,4254.24,INR,23,0,active,2026-08-18T10:00:00+05:30
rmt_cd0a1f4d,htl_a47cd4c7,Executive,2,2,0,king,34,11076.43,INR,13,0,active,2026-08-18T10:00:00+05:30
rmt_0f2f5bb4,htl_a47cd4c7,Twin Economy,2,2,0,single,48,13845.54,INR,11,0,active,2026-08-18T10:00:00+05:30
rmt_30d93e64,htl_a47cd4c7,Premier Suite,4,3,2,queen,60,17722.29,INR,2,0,active,2026-08-18T10:00:00+05:30
rmt_81466de1,htl_a47cd4c7,Heritage Room,2,2,0,double,,24368.15,INR,9,1,active,2026-08-18T10:00:00+05:30
rmt_8159f767,htl_48fec9af,Heritage Room,2,2,0,single,,5098.47,INR,4,0,active,2026-08-18T10:00:00+05:30
rmt_564bfbf6,htl_48fec9af,Standard,2,2,0,double,57,6373.09,INR,4,0,active,2026-08-18T10:00:00+05:30
rmt_26ce7f6b,htl_48fec9af,Deluxe Garden View,3,3,1,twin_double,54,8157.55,INR,3,1,active,2026-08-18T10:00:00+05:30
rmt_08652597,htl_48fec9af,Family Room,4,3,2,twin,22,11216.63,INR,2,0,active,2026-08-18T10:00:00+05:30
rmt_903c62d8,htl_b36fd517,Deluxe,2,2,0,king,19,1879.61,INR,9,0,active,2026-08-18T10:00:00+05:30
rmt_ad910333,htl_b36fd517,Executive,2,2,0,twin_double,44,2349.51,INR,2,0,active,2026-08-18T10:00:00+05:30
rmt_dac67beb,htl_b36fd517,Family Room,4,3,2,double,18,3007.37,INR,12,0,active,2026-08-18T10:00:00+05:30
rmt_e9c79daa,htl_b36fd517,Twin Economy,2,2,0,king,23,4135.14,INR,14,0,active,2026-08-18T10:00:00+05:30
rmt_ff6ee93d,htl_298b4ec1,Premier Suite,4,3,2,bunk,40,10932.50,INR,17,0,active,2026-08-18T10:00:00+05:30
rmt_245d2660,htl_298b4ec1,Standard,2,2,0,queen,16,13665.63,INR,23,0,active,2026-08-18T10:00:00+05:30
rmt_e092be55,htl_298b4ec1,Family Room,4,3,2,double,18,17492.01,INR,14,0,active,2026-08-18T10:00:00+05:30
rmt_e68f231a,htl_298b4ec1,Twin Economy,2,2,0,bunk,39,24051.51,INR,17,0,active,2026-08-18T10:00:00+05:30
rmt_9cf80dff,htl_d205a5e4,Premier Suite,4,3,2,twin,,1856.23,INR,9,0,active,2026-08-18T10:00:00+05:30
rmt_1d6916d7,htl_d205a5e4,Deluxe Garden View,3,3,1,single,31,2320.28,INR,13,0,active,2026-08-18T10:00:00+05:30
rmt_4fd23018,htl_d205a5e4,Family Room,4,3,2,twin,56,2969.96,INR,20,0,active,2026-08-18T10:00:00+05:30
rmt_62d11505,htl_d205a5e4,Heritage Room,2,2,0,twin,44,4083.70,INR,24,0,active,2026-08-18T10:00:00+05:30
rmt_2e76c825,htl_c0de65d4,Heritage Room,2,2,0,king,36,3001.36,INR,10,0,active,2026-08-18T10:00:00+05:30
rmt_96d1418d,htl_c0de65d4,Deluxe,2,2,0,bunk,36,3751.71,INR,7,1,active,2026-08-18T10:00:00+05:30
rmt_4a338652,htl_c0de65d4,Deluxe Garden View,3,3,1,queen,58,4802.18,INR,6,1,active,2026-08-18T10:00:00+05:30
rmt_ba41e2e7,htl_c0de65d4,Executive,2,2,0,queen,32,6603.00,INR,19,0,active,2026-08-18T10:00:00+05:30
rmt_cea22577,htl_dc149b42,Standard,2,2,0,single,25,6222.47,INR,14,0,active,2026-08-18T10:00:00+05:30
rmt_fdc49e70,htl_dc149b42,Premier Suite,4,3,2,queen,31,7778.09,INR,18,0,active,2026-08-18T10:00:00+05:30
rmt_4c559d42,htl_dc149b42,Executive,2,2,0,queen,31,9955.95,INR,2,0,active,2026-08-18T10:00:00+05:30
rmt_12804e9a,htl_dc149b42,Heritage Room,2,2,0,double,16,13689.43,INR,12,0,active,2026-08-18T10:00:00+05:30
rmt_d27cc80e,htl_4d461be6,Premier Suite,4,3,2,queen,19,1798.27,INR,16,0,active,2026-08-18T10:00:00+05:30
rmt_95014fdd,htl_4d461be6,Twin Economy,2,2,0,twin,61,2247.84,INR,17,0,active,2026-08-18T10:00:00+05:30
rmt_10cf2e43,htl_4d461be6,Heritage Room,2,2,0,twin_double,57,2877.23,INR,23,0,active,2026-08-18T10:00:00+05:30
rmt_308cd361,htl_4d461be6,Deluxe,2,2,0,double,25,3956.20,INR,14,0,active,2026-08-18T10:00:00+05:30
rmt_e6b6703d,htl_273028a1,Twin Economy,2,2,0,king,20,2827.34,INR,20,0,active,2026-08-18T10:00:00+05:30
rmt_5f2b0922,htl_273028a1,Family Room,4,3,2,bunk,21,3534.17,INR,2,1,active,2026-08-18T10:00:00+05:30
rmt_060c5796,htl_273028a1,Deluxe,2,2,0,queen,33,4523.74,INR,4,0,active,2026-08-18T10:00:00+05:30
rmt_1e991e8e,htl_273028a1,Premier Suite,4,3,2,twin_double,38,6220.15,INR,7,0,active,2026-08-18T10:00:00+05:30
rmt_e2eb5354,htl_30653890,Premier Suite,4,3,2,twin_double,16,5835.35,INR,10,0,active,2026-08-18T10:00:00+05:30
rmt_9359fd43,htl_30653890,Deluxe Garden View,3,3,1,double,23,7294.18,INR,18,0,active,2026-08-18T10:00:00+05:30
rmt_212ee201,htl_30653890,Executive,2,2,0,king,45,9336.55,INR,10,0,active,2026-08-18T10:00:00+05:30
rmt_012c2d17,htl_30653890,Deluxe,2,2,0,twin,51,12837.76,INR,4,0,active,2026-08-18T10:00:00+05:30
rmt_4cf7dfce,htl_bfce4849,Twin Economy,2,2,0,bunk,,10953.78,INR,4,0,active,2026-08-18T10:00:00+05:30
rmt_9efd9ddb,htl_bfce4849,Heritage Room,2,2,0,twin,60,13692.23,INR,19,0,active,2026-08-18T10:00:00+05:30
rmt_e2cbaed4,htl_bfce4849,Deluxe,2,2,0,single,41,17526.05,INR,25,1,active,2026-08-18T10:00:00+05:30
rmt_62a96035,htl_bfce4849,Deluxe Garden View,3,3,1,twin,25,24098.32,INR,14,0,active,2026-08-18T10:00:00+05:30
rmt_6c44eee0,htl_bf31f384,Twin Economy,2,2,0,double,36,5313.08,INR,23,0,active,2026-08-18T10:00:00+05:30
rmt_6658b960,htl_bf31f384,Premier Suite,4,3,2,twin,16,6641.35,INR,15,0,active,2026-08-18T10:00:00+05:30
rmt_9eb5053c,htl_bf31f384,Standard,2,2,0,twin,50,8500.92,INR,22,0,active,2026-08-18T10:00:00+05:30
rmt_6459e588,htl_bf31f384,Deluxe,2,2,0,single,,11688.77,INR,13,0,active,2026-08-18T10:00:00+05:30
rmt_807baba0,htl_48b38cd2,Heritage Room,2,2,0,twin_double,52,3475.02,INR,13,0,active,2026-08-18T10:00:00+05:30
rmt_96ba4750,htl_48b38cd2,Twin Economy,2,2,0,twin,49,4343.78,INR,17,0,active,2026-08-18T10:00:00+05:30
rmt_57402874,htl_48b38cd2,Executive,2,2,0,double,,5560.04,INR,20,0,active,2026-08-18T10:00:00+05:30
rmt_67fe59d3,htl_48b38cd2,Deluxe,2,2,0,twin,39,7645.05,INR,18,0,active,2026-08-18T10:00:00+05:30
rmt_4a3dd2d6,htl_9591edb5,Premier Suite,4,3,2,bunk,40,7735.29,INR,16,0,active,2026-08-18T10:00:00+05:30
rmt_04e2744e,htl_9591edb5,Standard,2,2,0,double,21,9669.12,INR,25,0,active,2026-08-18T10:00:00+05:30
rmt_e0d53248,htl_9591edb5,Heritage Room,2,2,0,single,27,12376.47,INR,22,0,active,2026-08-18T10:00:00+05:30
rmt_fc4b3dd0,htl_9591edb5,Twin Economy,2,2,0,bunk,24,17017.64,INR,10,0,active,2026-08-18T10:00:00+05:30
rmt_0f48416c,htl_44f1ae8b,Family Room,4,3,2,queen,55,3443.96,INR,12,0,active,2026-08-18T10:00:00+05:30
rmt_1ab8e4b4,htl_44f1ae8b,Deluxe Garden View,3,3,1,double,,4304.95,INR,18,0,active,2026-08-18T10:00:00+05:30
rmt_68283a6c,htl_44f1ae8b,Standard,2,2,0,single,38,5510.34,INR,2,0,active,2026-08-18T10:00:00+05:30
rmt_4a96fc9e,htl_44f1ae8b,Executive,2,2,0,queen,36,7576.71,INR,20,0,active,2026-08-18T10:00:00+05:30
rmt_5b79bb89,htl_01cc0635,Deluxe Garden View,3,3,1,single,49,6455.11,INR,17,0,active,2026-08-18T10:00:00+05:30
rmt_db364ae9,htl_01cc0635,Executive,2,2,0,queen,51,8068.88,INR,21,0,active,2026-08-18T10:00:00+05:30
rmt_41137ff6,htl_01cc0635,Deluxe,2,2,0,double,51,10328.17,INR,12,0,active,2026-08-18T10:00:00+05:30
rmt_8fde2496,htl_01cc0635,Standard,2,2,0,twin,39,14201.24,INR,22,0,active,2026-08-18T10:00:00+05:30
rmt_c0463b3f,htl_14e0ebdc,Deluxe Garden View,3,3,1,queen,,2843.52,INR,4,0,active,2026-08-18T10:00:00+05:30
rmt_0de7aff3,htl_14e0ebdc,Executive,2,2,0,twin,31,3554.40,INR,2,0,active,2026-08-18T10:00:00+05:30
rmt_bb74f599,htl_14e0ebdc,Heritage Room,2,2,0,single,,4549.63,INR,10,0,active,2026-08-18T10:00:00+05:30
rmt_67af9717,htl_14e0ebdc,Premier Suite,4,3,2,king,40,6255.74,INR,7,0,active,2026-08-18T10:00:00+05:30
rmt_ecd29352,htl_b24e5527,Heritage Room,2,2,0,double,49,2572.65,INR,21,0,active,2026-08-18T10:00:00+05:30
rmt_34911919,htl_b24e5527,Family Room,4,3,2,double,35,3215.82,INR,15,0,active,2026-08-18T10:00:00+05:30
rmt_ca2fad13,htl_b24e5527,Standard,2,2,0,twin,17,4116.25,INR,13,0,active,2026-08-18T10:00:00+05:30
rmt_efb6138e,htl_b24e5527,Deluxe,2,2,0,twin_double,29,5659.84,INR,13,0,active,2026-08-18T10:00:00+05:30
rmt_48b7503e,htl_33999106,Heritage Room,2,2,0,twin_double,39,6001.53,INR,12,0,active,2026-08-18T10:00:00+05:30
rmt_86c135a7,htl_33999106,Deluxe Garden View,3,3,1,twin_double,28,7501.91,INR,7,0,active,2026-08-18T10:00:00+05:30
rmt_71209ce8,htl_33999106,Executive,2,2,0,twin,56,9602.45,INR,3,0,active,2026-08-18T10:00:00+05:30
rmt_f382b35e,htl_33999106,Premier Suite,4,3,2,single,36,72618.51,INR,18,0,active,2026-08-18T10:00:00+05:30
rmt_eb54fcb4,htl_0a785439,Deluxe Garden View,3,3,1,twin_double,49,2987.28,INR,8,0,active,2026-08-18T10:00:00+05:30
rmt_2c39a2e4,htl_0a785439,Executive,2,2,0,king,48,3734.10,INR,20,0,active,2026-08-18T10:00:00+05:30
rmt_7e669087,htl_0a785439,Premier Suite,4,3,2,twin_double,58,4779.65,INR,8,0,active,2026-08-18T10:00:00+05:30
rmt_12d96357,htl_0a785439,Standard,2,2,0,twin_double,55,6572.02,INR,11,0,active,2026-08-18T10:00:00+05:30
rmt_bcb91a76,htl_b3c102fc,Twin Economy,2,2,0,bunk,30,2588.82,INR,11,0,active,2026-08-18T10:00:00+05:30
rmt_ea2548a6,htl_b3c102fc,Family Room,4,3,2,king,48,3236.02,INR,3,0,active,2026-08-18T10:00:00+05:30
rmt_d871900f,htl_b3c102fc,Standard,2,2,0,twin_double,61,4142.10,INR,4,0,active,2026-08-18T10:00:00+05:30
rmt_fe247a78,htl_b3c102fc,Premier Suite,4,3,2,double,56,5695.39,INR,18,0,active,2026-08-18T10:00:00+05:30
rmt_d5a4164b,htl_76cb1dd1,Standard,2,2,0,twin_double,50,6250.84,INR,10,0,active,2026-08-18T10:00:00+05:30
rmt_123b3134,htl_76cb1dd1,Heritage Room,2,2,0,twin_double,49,7813.55,INR,24,1,active,2026-08-18T10:00:00+05:30
rmt_4dea171d,htl_76cb1dd1,Premier Suite,4,3,2,twin_double,51,10001.35,INR,25,0,active,2026-08-18T10:00:00+05:30
rmt_d2829726,htl_76cb1dd1,Deluxe Garden View,3,3,1,bunk,59,13751.85,INR,3,0,active,2026-08-18T10:00:00+05:30
rmt_bc8ca093,htl_dfe97fda,Heritage Room,2,2,0,king,42,5283.92,INR,13,0,active,2026-08-18T10:00:00+05:30
rmt_6be95631,htl_dfe97fda,Standard,2,2,0,double,16,6604.90,INR,18,1,active,2026-08-18T10:00:00+05:30
rmt_947b8fd9,htl_dfe97fda,Deluxe Garden View,3,3,1,bunk,56,8454.28,INR,7,0,active,2026-08-18T10:00:00+05:30
rmt_ec1be9b1,htl_dfe97fda,Executive,2,2,0,twin_double,,11624.63,INR,2,0,active,2026-08-18T10:00:00+05:30
rmt_1685725d,htl_245a6528,Twin Economy,2,2,0,double,37,2882.67,INR,16,0,active,2026-08-18T10:00:00+05:30
rmt_4613ddfe,htl_245a6528,Deluxe,2,2,0,queen,58,3603.34,INR,8,0,active,2026-08-18T10:00:00+05:30
rmt_695ef3d6,htl_245a6528,Standard,2,2,0,bunk,48,4612.28,INR,2,0,active,2026-08-18T10:00:00+05:30
rmt_8ba9b9b0,htl_245a6528,Executive,2,2,0,queen,25,6341.88,INR,10,0,active,2026-08-18T10:00:00+05:30
rmt_5b5dc9f7,htl_79d42624,Premier Suite,4,3,2,single,61,5598.23,INR,6,0,active,2026-08-18T10:00:00+05:30
rmt_791fd305,htl_79d42624,Standard,2,2,0,twin,50,6997.79,INR,15,0,active,2026-08-18T10:00:00+05:30
rmt_02b3a69d,htl_79d42624,Family Room,4,3,2,single,42,8957.17,INR,20,0,active,2026-08-18T10:00:00+05:30
rmt_78186c3e,htl_79d42624,Deluxe,2,2,0,single,48,12316.10,INR,16,1,active,2026-08-18T10:00:00+05:30
rmt_f0ddcc24,htl_764cb54e,Deluxe,2,2,0,twin,29,2705.07,INR,2,1,active,2026-08-18T10:00:00+05:30
rmt_4932cbeb,htl_764cb54e,Family Room,4,3,2,twin_double,28,3381.33,INR,19,0,active,2026-08-18T10:00:00+05:30
rmt_32d56b97,htl_764cb54e,Standard,2,2,0,double,29,4328.11,INR,6,0,active,2026-08-18T10:00:00+05:30
rmt_54b9f7b5,htl_764cb54e,Deluxe Garden View,3,3,1,twin_double,57,5951.15,INR,21,0,active,2026-08-18T10:00:00+05:30
rmt_3f01716a,htl_abb24469,Family Room,4,3,2,twin,,6669.57,INR,3,0,active,2026-08-18T10:00:00+05:30
rmt_8392386e,htl_abb24469,Twin Economy,2,2,0,double,48,8336.96,INR,2,0,active,2026-08-18T10:00:00+05:30
rmt_51a62204,htl_abb24469,Executive,2,2,0,single,59,10671.31,INR,13,0,active,2026-08-18T10:00:00+05:30
rmt_c23f77dc,htl_abb24469,Deluxe,2,2,0,king,61,14673.05,INR,3,0,active,2026-08-18T10:00:00+05:30
rmt_ee14d963,htl_02acd495,Standard,2,2,0,bunk,,3820.14,INR,2,0,active,2026-08-18T10:00:00+05:30
rmt_54dddda2,htl_02acd495,Family Room,4,3,2,queen,18,4775.17,INR,17,0,active,2026-08-18T10:00:00+05:30
rmt_4fb25af9,htl_02acd495,Executive,2,2,0,bunk,27,6112.22,INR,11,0,active,2026-08-18T10:00:00+05:30
rmt_487bb3c1,htl_02acd495,Twin Economy,2,2,0,king,25,8404.31,INR,18,0,active,2026-08-18T10:00:00+05:30
rmt_b9773ac8,htl_47d978bd,Deluxe,2,2,0,single,27,7472.59,INR,18,0,active,2026-08-18T10:00:00+05:30
rmt_39b5ca42,htl_47d978bd,Executive,2,2,0,bunk,60,9340.74,INR,20,0,active,2026-08-18T10:00:00+05:30
rmt_d1336e5e,htl_47d978bd,Twin Economy,2,2,0,bunk,61,11956.15,INR,23,0,active,2026-08-18T10:00:00+05:30
rmt_d080184a,htl_47d978bd,Premier Suite,4,3,2,single,34,16439.71,INR,4,0,active,2026-08-18T10:00:00+05:30
rmt_2e1211ac,htl_3ae2dcdc,Premier Suite,4,3,2,queen,51,5170.10,INR,11,0,active,2026-08-18T10:00:00+05:30
rmt_7b889ec3,htl_3ae2dcdc,Family Room,4,3,2,bunk,,6462.62,INR,2,1,active,2026-08-18T10:00:00+05:30
rmt_6edcf4fb,htl_3ae2dcdc,Executive,2,2,0,queen,48,8272.16,INR,4,1,active,2026-08-18T10:00:00+05:30
rmt_67e12f63,htl_3ae2dcdc,Standard,2,2,0,double,27,11374.22,INR,6,0,active,2026-08-18T10:00:00+05:30
rmt_93075070,htl_e2de8e67,Standard,2,2,0,twin,50,6771.66,INR,4,0,active,2026-08-18T10:00:00+05:30
rmt_261249fc,htl_e2de8e67,Heritage Room,2,2,0,twin_double,61,8464.57,INR,9,0,active,2026-08-18T10:00:00+05:30
rmt_8c74a732,htl_e2de8e67,Deluxe Garden View,3,3,1,single,23,10834.65,INR,19,0,active,2026-08-18T10:00:00+05:30
rmt_6683f5bb,htl_e2de8e67,Twin Economy,2,2,0,double,42,14897.65,INR,12,0,active,2026-08-18T10:00:00+05:30
rmt_038714ae,htl_bae73dee,Executive,2,2,0,twin_double,,11345.34,INR,3,0,active,2026-08-18T10:00:00+05:30
rmt_eea5cfbe,htl_bae73dee,Family Room,4,3,2,king,59,14181.68,INR,21,0,active,2026-08-18T10:00:00+05:30
rmt_4278ac16,htl_bae73dee,Deluxe,2,2,0,twin_double,57,18152.55,INR,3,0,active,2026-08-18T10:00:00+05:30
rmt_aa7ef978,htl_bae73dee,Premier Suite,4,3,2,single,31,24959.75,INR,15,0,active,2026-08-18T10:00:00+05:30
rmt_ce868f5a,htl_f240ca58,Standard,2,2,0,queen,,10975.26,INR,4,0,active,2026-08-18T10:00:00+05:30
rmt_17ec4994,htl_f240ca58,Deluxe Garden View,3,3,1,twin,,13719.07,INR,10,0,active,2026-08-18T10:00:00+05:30
rmt_9bee6be6,htl_f240ca58,Executive,2,2,0,king,48,17560.41,INR,20,0,active,2026-08-18T10:00:00+05:30
rmt_3765650e,htl_f240ca58,Twin Economy,2,2,0,twin_double,60,24145.56,INR,18,0,active,2026-08-18T10:00:00+05:30
rmt_c412fbac,htl_8355f0e8,Standard,2,2,0,double,28,1514.64,INR,16,0,active,2026-08-18T10:00:00+05:30
rmt_051ebbd9,htl_8355f0e8,Executive,2,2,0,bunk,30,1893.30,INR,21,0,active,2026-08-18T10:00:00+05:30
rmt_a721c712,htl_8355f0e8,Deluxe,2,2,0,twin,52,2423.42,INR,9,0,active,2026-08-18T10:00:00+05:30
rmt_505f143d,htl_8355f0e8,Family Room,4,3,2,bunk,33,3332.20,INR,24,0,active,2026-08-18T10:00:00+05:30
rmt_98fb80d3,htl_56eca5af,Family Room,4,3,2,king,33,3507.44,INR,15,0,active,2026-08-18T10:00:00+05:30
rmt_94546c51,htl_56eca5af,Premier Suite,4,3,2,single,57,4384.29,INR,14,0,active,2026-08-18T10:00:00+05:30
rmt_ed290e0e,htl_56eca5af,Twin Economy,2,2,0,bunk,23,5611.90,INR,21,0,active,2026-08-18T10:00:00+05:30
rmt_d1a084e4,htl_56eca5af,Standard,2,2,0,single,16,7716.36,INR,16,0,active,2026-08-18T10:00:00+05:30
rmt_2b83e4d5,htl_436b30f2,Heritage Room,2,2,0,queen,36,6294.38,INR,20,0,active,2026-08-18T10:00:00+05:30
rmt_a18229b0,htl_436b30f2,Executive,2,2,0,single,26,7867.97,INR,23,0,active,2026-08-18T10:00:00+05:30
rmt_bee7b144,htl_436b30f2,Deluxe Garden View,3,3,1,king,31,10071.01,INR,19,0,active,2026-08-18T10:00:00+05:30
rmt_96314b6b,htl_436b30f2,Family Room,4,3,2,king,36,13847.63,INR,2,0,active,2026-08-18T10:00:00+05:30
rmt_03c53624,htl_856e726b,Premier Suite,4,3,2,double,22,2694.92,INR,6,0,active,2026-08-18T10:00:00+05:30
rmt_2f5d3c4f,htl_856e726b,Deluxe,2,2,0,double,31,3368.65,INR,25,0,active,2026-08-18T10:00:00+05:30
rmt_e6402633,htl_856e726b,Deluxe Garden View,3,3,1,single,53,4311.87,INR,13,0,active,2026-08-18T10:00:00+05:30
rmt_67c20089,htl_856e726b,Standard,2,2,0,double,35,5928.82,INR,7,0,active,2026-08-18T10:00:00+05:30
rmt_609a2def,htl_8af8dc5e,Heritage Room,2,2,0,bunk,17,4999.24,INR,8,0,active,2026-08-18T10:00:00+05:30
rmt_f42e207b,htl_8af8dc5e,Twin Economy,2,2,0,king,17,6249.04,INR,4,0,active,2026-08-18T10:00:00+05:30
rmt_ee5f0347,htl_8af8dc5e,Deluxe Garden View,3,3,1,queen,56,7998.78,INR,2,0,active,2026-08-18T10:00:00+05:30
rmt_49af63f5,htl_8af8dc5e,Executive,2,2,0,king,61,10998.32,INR,23,0,active,2026-08-18T10:00:00+05:30
rmt_8a9eaa37,htl_a4e3bbe6,Executive,2,2,0,twin,44,11400.53,INR,12,0,active,2026-08-18T10:00:00+05:30
rmt_29dd9fd3,htl_a4e3bbe6,Premier Suite,4,3,2,twin_double,27,14250.67,INR,2,0,active,2026-08-18T10:00:00+05:30
rmt_efe926e5,htl_a4e3bbe6,Standard,2,2,0,double,61,18240.85,INR,23,0,active,2026-08-18T10:00:00+05:30
rmt_796b88e6,htl_a4e3bbe6,Deluxe,2,2,0,double,31,25081.17,INR,4,0,active,2026-08-18T10:00:00+05:30
rmt_73eb73d3,htl_601e876f,Deluxe Garden View,3,3,1,queen,51,3989.60,INR,12,0,active,2026-08-18T10:00:00+05:30
rmt_7bae76fc,htl_601e876f,Twin Economy,2,2,0,bunk,42,897.66,INR,21,0,active,2026-08-18T10:00:00+05:30
rmt_c5f1ab45,htl_601e876f,Standard,2,2,0,single,55,6383.36,INR,16,1,active,2026-08-18T10:00:00+05:30
rmt_07be71c5,htl_601e876f,Deluxe,2,2,0,twin,61,8777.12,INR,20,0,active,2026-08-18T10:00:00+05:30
rmt_4150ea86,htl_4374ecd9,Premier Suite,4,3,2,twin_double,24,5036.19,INR,22,0,active,2026-08-18T10:00:00+05:30
rmt_d8baed0f,htl_4374ecd9,Executive,2,2,0,twin,57,6295.24,INR,8,0,active,2026-08-18T10:00:00+05:30
rmt_882fcc70,htl_4374ecd9,Deluxe,2,2,0,twin,40,8057.90,INR,2,0,active,2026-08-18T10:00:00+05:30
rmt_8c3d4bbe,htl_4374ecd9,Heritage Room,2,2,0,twin,57,11079.62,INR,4,0,active,2026-08-18T10:00:00+05:30
rmt_e1b794e9,htl_33ef8894,Deluxe,2,2,0,double,27,14048.27,INR,16,0,active,2026-08-18T10:00:00+05:30
rmt_60630f27,htl_33ef8894,Deluxe Garden View,3,3,1,queen,48,17560.34,INR,17,0,active,2026-08-18T10:00:00+05:30
rmt_5c02afa1,htl_33ef8894,Executive,2,2,0,bunk,54,22477.24,INR,21,0,active,2026-08-18T10:00:00+05:30
rmt_eb03ef2d,htl_33ef8894,Premier Suite,4,3,2,bunk,,30906.20,INR,2,1,active,2026-08-18T10:00:00+05:30
rmt_b578589b,htl_2cbf2c51,Standard,2,2,0,single,59,3513.93,INR,23,0,active,2026-08-18T10:00:00+05:30
